Age_Ma_Gradstein,Strat_m,d13Corg_VPBD,Source_C_data
99.387,10.2,1.75,Jarvis_et_al._(2006)
99.371,10.3,1.91,Jarvis_et_al._(2006)
99.355,10.4,1.77,Jarvis_et_al._(2006)
99.274,10.9,1.68,Jarvis_et_al._(2006)
99.226,11.2,1.73,Jarvis_et_al._(2006)
99.177,11.5,1.66,Jarvis_et_al._(2006)
99.105,11.95,1.84,Jarvis_et_al._(2006)
99.089,12.05,1.77,Jarvis_et_al._(2006)
99.048,12.3,1.82,Jarvis_et_al._(2006)
99.016,12.5,1.81,Jarvis_et_al._(2006)
94.206,10.34,5.37,Jarvis_et_al._(2006)
94.203,10.42,5.19,Jarvis_et_al._(2006)
94.199,10.51,5.14,Jarvis_et_al._(2006)
94.196,10.6,5.13,Jarvis_et_al._(2006)
93.935,14.72,5.12,Jarvis_et_al._(2006)
94.186,10.86,5.09,Jarvis_et_al._(2006)
94.186,10.86,5.09,Jarvis_et_al._(2006)
93.821,16.73,5.07,Jarvis_et_al._(2006)
94.189,10.77,5.05,Jarvis_et_al._(2006)
94.189,10.77,5.05,Jarvis_et_al._(2006)
93.942,14.63,5.04,Jarvis_et_al._(2006)
93.816,16.82,5.03,Jarvis_et_al._(2006)
94.111,12.35,4.99,Jarvis_et_al._(2006)
94.111,12.35,4.99,Jarvis_et_al._(2006)
93.929,14.8,4.97,Jarvis_et_al._(2006)
94.193,10.69,4.93,Jarvis_et_al._(2006)
93.844,16.29,4.91,Jarvis_et_al._(2006)
94.065,12.96,4.91,Jarvis_et_al._(2006)
94.065,12.96,4.91,Jarvis_et_al._(2006)
94.091,12.61,4.9,Jarvis_et_al._(2006)
94.091,12.61,4.9,Jarvis_et_al._(2006)
94.13,12.09,4.9,Jarvis_et_al._(2006)
94.13,12.09,4.9,Jarvis_et_al._(2006)
94.173,11.21,4.9,Jarvis_et_al._(2006)
94.173,11.21,4.9,Jarvis_et_al._(2006)
94.153,11.74,4.89,Jarvis_et_al._(2006)
94.153,11.74,4.89,Jarvis_et_al._(2006)
94.222,9.9,4.89,Jarvis_et_al._(2006)
93.812,16.91,4.88,Jarvis_et_al._(2006)
93.903,15.15,4.88,Jarvis_et_al._(2006)
94.052,13.14,4.88,Jarvis_et_al._(2006)
94.052,13.14,4.88,Jarvis_et_al._(2006)
94.124,12.18,4.88,Jarvis_et_al._(2006)
94.124,12.18,4.88,Jarvis_et_al._(2006)
94.17,11.3,4.87,Jarvis_et_al._(2006)
94.17,11.3,4.87,Jarvis_et_al._(2006)
94.226,9.81,4.85,Jarvis_et_al._(2006)
94.013,13.66,4.84,Jarvis_et_al._(2006)
94.013,13.66,4.84,Jarvis_et_al._(2006)
94.137,12,4.84,Jarvis_et_al._(2006)
94.137,12,4.84,Jarvis_et_al._(2006)
94.156,11.65,4.84,Jarvis_et_al._(2006)
94.156,11.65,4.84,Jarvis_et_al._(2006)
94.183,10.95,4.84,Jarvis_et_al._(2006)
94.183,10.95,4.84,Jarvis_et_al._(2006)
94.216,10.07,4.84,Jarvis_et_al._(2006)
94.163,11.47,4.83,Jarvis_et_al._(2006)
94.163,11.47,4.83,Jarvis_et_al._(2006)
94.209,10.25,4.82,Jarvis_et_al._(2006)
94.229,9.72,4.8,Jarvis_et_al._(2006)
93.839,16.38,4.79,Jarvis_et_al._(2006)
94.143,11.91,4.79,Jarvis_et_al._(2006)
94.143,11.91,4.79,Jarvis_et_al._(2006)
94.085,12.7,4.78,Jarvis_et_al._(2006)
94.085,12.7,4.78,Jarvis_et_al._(2006)
94.219,9.99,4.78,Jarvis_et_al._(2006)
93.894,15.33,4.77,Jarvis_et_al._(2006)
93.981,14.1,4.77,Jarvis_et_al._(2006)
93.981,14.1,4.77,Jarvis_et_al._(2006)
94.072,12.88,4.77,Jarvis_et_al._(2006)
94.072,12.88,4.77,Jarvis_et_al._(2006)
94.098,12.53,4.77,Jarvis_et_al._(2006)
94.098,12.53,4.77,Jarvis_et_al._(2006)
94.15,11.82,4.77,Jarvis_et_al._(2006)
94.15,11.82,4.77,Jarvis_et_al._(2006)
94.179,11.04,4.76,Jarvis_et_al._(2006)
94.179,11.04,4.76,Jarvis_et_al._(2006)
94.355,6.39,4.76,Jarvis_et_al._(2006)
123.723,6.97,4.76,Herrle_et_al._(2004)
94.007,13.75,4.75,Jarvis_et_al._(2006)
94.007,13.75,4.75,Jarvis_et_al._(2006)
94.039,13.31,4.75,Jarvis_et_al._(2006)
94.039,13.31,4.75,Jarvis_et_al._(2006)
94.02,13.58,4.74,Jarvis_et_al._(2006)
94.02,13.58,4.74,Jarvis_et_al._(2006)
94.361,6.22,4.74,Jarvis_et_al._(2006)
93.807,16.99,4.73,Jarvis_et_al._(2006)
94.212,10.16,4.72,Jarvis_et_al._(2006)
94.364,6.13,4.72,Jarvis_et_al._(2006)
93.835,16.47,4.71,Jarvis_et_al._(2006)
94.046,13.23,4.71,Jarvis_et_al._(2006)
94.046,13.23,4.71,Jarvis_et_al._(2006)
94.117,12.26,4.7,Jarvis_et_al._(2006)
94.117,12.26,4.7,Jarvis_et_al._(2006)
93.948,14.54,4.69,Jarvis_et_al._(2006)
94.368,6.04,4.69,Jarvis_et_al._(2006)
94.351,6.48,4.67,Jarvis_et_al._(2006)
93.798,17.17,4.66,Jarvis_et_al._(2006)
93.848,16.2,4.66,Jarvis_et_al._(2006)
93.994,13.93,4.66,Jarvis_et_al._(2006)
93.994,13.93,4.66,Jarvis_et_al._(2006)
94.358,6.31,4.66,Jarvis_et_al._(2006)
93.871,15.77,4.65,Jarvis_et_al._(2006)
93.909,15.07,4.65,Jarvis_et_al._(2006)
94.16,11.56,4.64,Jarvis_et_al._(2006)
94.16,11.56,4.64,Jarvis_et_al._(2006)
93.83,16.55,4.63,Jarvis_et_al._(2006)
93.922,14.89,4.62,Jarvis_et_al._(2006)
93.853,16.12,4.61,Jarvis_et_al._(2006)
93.968,14.28,4.61,Jarvis_et_al._(2006)
93.968,14.28,4.61,Jarvis_et_al._(2006)
94,13.84,4.61,Jarvis_et_al._(2006)
94,13.84,4.61,Jarvis_et_al._(2006)
94.374,5.87,4.61,Jarvis_et_al._(2006)
93.862,15.94,4.6,Jarvis_et_al._(2006)
94.371,5.96,4.6,Jarvis_et_al._(2006)
93.898,15.24,4.59,Jarvis_et_al._(2006)
93.866,15.85,4.58,Jarvis_et_al._(2006)
93.876,15.68,4.58,Jarvis_et_al._(2006)
93.916,14.98,4.58,Jarvis_et_al._(2006)
93.961,14.36,4.58,Jarvis_et_al._(2006)
94.239,9.46,4.58,Jarvis_et_al._(2006)
94.378,5.78,4.58,Jarvis_et_al._(2006)
93.885,15.5,4.57,Jarvis_et_al._(2006)
93.889,15.42,4.57,Jarvis_et_al._(2006)
93.857,16.03,4.56,Jarvis_et_al._(2006)
94.059,13.05,4.56,Jarvis_et_al._(2006)
94.059,13.05,4.56,Jarvis_et_al._(2006)
94.104,12.44,4.56,Jarvis_et_al._(2006)
94.104,12.44,4.56,Jarvis_et_al._(2006)
93.803,17.08,4.55,Jarvis_et_al._(2006)
93.955,14.45,4.55,Jarvis_et_al._(2006)
94.262,8.85,4.55,Jarvis_et_al._(2006)
94.232,9.64,4.54,Jarvis_et_al._(2006)
94.259,8.93,4.54,Jarvis_et_al._(2006)
93.88,15.59,4.53,Jarvis_et_al._(2006)
93.974,14.19,4.53,Jarvis_et_al._(2006)
93.974,14.19,4.53,Jarvis_et_al._(2006)
94.033,13.4,4.53,Jarvis_et_al._(2006)
94.033,13.4,4.53,Jarvis_et_al._(2006)
94.269,8.67,4.52,Jarvis_et_al._(2006)
123.661,9.17,4.52,Herrle_et_al._(2004)
93.794,17.26,4.51,Jarvis_et_al._(2006)
94.026,13.49,4.51,Jarvis_et_al._(2006)
94.026,13.49,4.51,Jarvis_et_al._(2006)
94.345,6.66,4.51,Jarvis_et_al._(2006)
94.348,6.57,4.5,Jarvis_et_al._(2006)
94.384,5.61,4.5,Jarvis_et_al._(2006)
93.734,18.39,4.47,Jarvis_et_al._(2006)
94.279,8.41,4.47,Jarvis_et_al._(2006)
93.73,18.48,4.46,Jarvis_et_al._(2006)
93.987,14.01,4.46,Jarvis_et_al._(2006)
93.987,14.01,4.46,Jarvis_et_al._(2006)
94.249,9.2,4.46,Jarvis_et_al._(2006)
93.789,17.34,4.45,Jarvis_et_al._(2006)
94.176,11.12,4.45,Jarvis_et_al._(2006)
94.176,11.12,4.45,Jarvis_et_al._(2006)
94.255,9.02,4.45,Jarvis_et_al._(2006)
94.381,5.69,4.45,Jarvis_et_al._(2006)
94.252,9.11,4.44,Jarvis_et_al._(2006)
94.338,6.83,4.44,Jarvis_et_al._(2006)
93.725,18.57,4.43,Jarvis_et_al._(2006)
93.743,18.22,4.43,Jarvis_et_al._(2006)
94.341,6.74,4.43,Jarvis_et_al._(2006)
93.825,16.64,4.42,Jarvis_et_al._(2006)
94.236,9.55,4.42,Jarvis_et_al._(2006)
123.721,7.03,4.42,Herrle_et_al._(2004)
93.766,17.78,4.41,Jarvis_et_al._(2006)
94.275,8.5,4.41,Jarvis_et_al._(2006)
94.288,8.15,4.41,Jarvis_et_al._(2006)
93.748,18.13,4.4,Jarvis_et_al._(2006)
93.78,17.52,4.4,Jarvis_et_al._(2006)
93.775,17.61,4.39,Jarvis_et_al._(2006)
94.246,9.28,4.39,Jarvis_et_al._(2006)
93.739,18.31,4.37,Jarvis_et_al._(2006)
93.771,17.69,4.37,Jarvis_et_al._(2006)
94.272,8.58,4.37,Jarvis_et_al._(2006)
94.285,8.23,4.36,Jarvis_et_al._(2006)
122.98,33.55,4.36,Herrle_et_al._(2004)
93.753,18.04,4.35,Jarvis_et_al._(2006)
94.388,5.52,4.35,Jarvis_et_al._(2006)
93.784,17.43,4.34,Jarvis_et_al._(2006)
94.282,8.32,4.34,Jarvis_et_al._(2006)
94.335,6.92,4.34,Jarvis_et_al._(2006)
93.762,17.87,4.33,Jarvis_et_al._(2006)
123.273,23.05,4.33,Herrle_et_al._(2004)
123.727,6.83,4.33,Herrle_et_al._(2004)
93.721,18.66,4.32,Jarvis_et_al._(2006)
94.394,5.34,4.32,Jarvis_et_al._(2006)
123.675,8.69,4.32,Herrle_et_al._(2004)
123.719,7.1,4.32,Herrle_et_al._(2004)
93.757,17.96,4.31,Jarvis_et_al._(2006)
94.265,8.76,4.31,Jarvis_et_al._(2006)
94.331,7.01,4.29,Jarvis_et_al._(2006)
94.397,5.26,4.29,Jarvis_et_al._(2006)
123.357,20.05,4.29,Herrle_et_al._(2004)
94.292,8.06,4.27,Jarvis_et_al._(2006)
123.559,12.83,4.27,Herrle_et_al._(2004)
123.655,9.38,4.27,Herrle_et_al._(2004)
94.391,5.43,4.26,Jarvis_et_al._(2006)
122.988,33.25,4.26,Herrle_et_al._(2004)
122.988,33.25,4.26,Herrle_et_al._(2004)
94.298,7.88,4.24,Jarvis_et_al._(2006)
94.328,7.09,4.24,Jarvis_et_al._(2006)
122.991,33.15,4.24,Herrle_et_al._(2004)
94.401,5.17,4.23,Jarvis_et_al._(2006)
122.986,33.35,4.22,Herrle_et_al._(2004)
93.703,19.01,4.21,Jarvis_et_al._(2006)
94.295,7.97,4.2,Jarvis_et_al._(2006)
94.315,7.45,4.2,Jarvis_et_al._(2006)
123.534,13.72,4.2,Herrle_et_al._(2004)
123.395,18.71,4.19,Herrle_et_al._(2004)
94.308,7.62,4.18,Jarvis_et_al._(2006)
94.322,7.27,4.17,Jarvis_et_al._(2006)
123.19,26.05,4.17,Herrle_et_al._(2004)
123.217,25.05,4.17,Herrle_et_al._(2004)
93.712,18.83,4.16,Jarvis_et_al._(2006)
94.318,7.36,4.15,Jarvis_et_al._(2006)
94.325,7.18,4.14,Jarvis_et_al._(2006)
122.983,33.45,4.13,Herrle_et_al._(2004)
93.716,18.74,4.12,Jarvis_et_al._(2006)
94.302,7.8,4.12,Jarvis_et_al._(2006)
94.312,7.53,4.12,Jarvis_et_al._(2006)
93.698,19.09,4.11,Jarvis_et_al._(2006)
94.305,7.71,4.11,Jarvis_et_al._(2006)
123.713,7.31,4.1,Herrle_et_al._(2004)
94.404,5.08,4.08,Jarvis_et_al._(2006)
123.416,17.93,4.08,Herrle_et_al._(2004)
93.707,18.92,4.07,Jarvis_et_al._(2006)
94.407,4.99,4.06,Jarvis_et_al._(2006)
122.9,35.15,4.06,Herrle_et_al._(2004)
122.85,36.15,4.02,Herrle_et_al._(2004)
123.632,10.21,4.02,Herrle_et_al._(2004)
122.975,33.65,4.01,Herrle_et_al._(2004)
93.662,19.8,4,Jarvis_et_al._(2006)
93.693,19.18,4,Jarvis_et_al._(2006)
93.489,23.12,3.97,Jarvis_et_al._(2006)
93.498,22.95,3.97,Jarvis_et_al._(2006)
93.689,19.27,3.97,Jarvis_et_al._(2006)
122.95,34.15,3.97,Herrle_et_al._(2004)
93.502,22.86,3.95,Jarvis_et_al._(2006)
123.669,8.9,3.95,Herrle_et_al._(2004)
93.493,23.04,3.94,Jarvis_et_al._(2006)
122.645,40.25,3.94,Herrle_et_al._(2004)
93.479,23.3,3.93,Jarvis_et_al._(2006)
93.602,20.93,3.93,Jarvis_et_al._(2006)
93.611,20.76,3.93,Jarvis_et_al._(2006)
94.411,4.91,3.93,Jarvis_et_al._(2006)
122.8,37.15,3.93,Herrle_et_al._(2004)
123.387,18.98,3.93,Herrle_et_al._(2004)
123.694,8,3.93,Herrle_et_al._(2004)
123.848,2.48,3.93,Herrle_et_al._(2004)
123.85,17.59,3.93,Erba_et_al._(1999)
93.607,20.85,3.92,Jarvis_et_al._(2006)
123.623,10.55,3.92,Herrle_et_al._(2004)
93.507,22.77,3.9,Jarvis_et_al._(2006)
124.038,18.49,3.9,Erba_et_al._(1999)
123.301,22.05,3.89,Herrle_et_al._(2004)
93.511,22.69,3.87,Jarvis_et_al._(2006)
93.593,21.11,3.87,Jarvis_et_al._(2006)
93.598,21.02,3.87,Jarvis_et_al._(2006)
93.68,19.45,3.87,Jarvis_et_al._(2006)
93.616,20.67,3.86,Jarvis_et_al._(2006)
93.666,19.71,3.86,Jarvis_et_al._(2006)
122.7,39.15,3.86,Herrle_et_al._(2004)
123.933,17.99,3.84,Erba_et_al._(1999)
93.589,21.2,3.83,Jarvis_et_al._(2006)
93.461,23.65,3.82,Jarvis_et_al._(2006)
93.539,22.16,3.82,Jarvis_et_al._(2006)
93.584,21.28,3.82,Jarvis_et_al._(2006)
123.245,24.05,3.82,Herrle_et_al._(2004)
93.47,23.47,3.81,Jarvis_et_al._(2006)
93.516,22.6,3.81,Jarvis_et_al._(2006)
93.58,21.37,3.81,Jarvis_et_al._(2006)
93.671,19.62,3.81,Jarvis_et_al._(2006)
123.385,19.05,3.81,Herrle_et_al._(2004)
123.682,8.41,3.81,Herrle_et_al._(2004)
93.52,22.51,3.8,Jarvis_et_al._(2006)
93.525,22.42,3.8,Jarvis_et_al._(2006)
93.57,21.55,3.8,Jarvis_et_al._(2006)
93.675,19.53,3.8,Jarvis_et_al._(2006)
93.657,19.88,3.78,Jarvis_et_al._(2006)
94.414,4.82,3.78,Jarvis_et_al._(2006)
93.452,23.82,3.77,Jarvis_et_al._(2006)
93.684,19.36,3.77,Jarvis_et_al._(2006)
93.566,21.64,3.76,Jarvis_et_al._(2006)
93.575,21.46,3.76,Jarvis_et_al._(2006)
123.447,16.83,3.76,Herrle_et_al._(2004)
122.75,38.15,3.75,Herrle_et_al._(2004)
123.827,3.24,3.75,Herrle_et_al._(2004)
93.543,22.07,3.74,Jarvis_et_al._(2006)
93.534,22.25,3.73,Jarvis_et_al._(2006)
93.548,21.99,3.73,Jarvis_et_al._(2006)
93.639,20.23,3.73,Jarvis_et_al._(2006)
93.53,22.34,3.72,Jarvis_et_al._(2006)
93.652,19.97,3.72,Jarvis_et_al._(2006)
93.557,21.81,3.71,Jarvis_et_al._(2006)
93.621,20.58,3.7,Jarvis_et_al._(2006)
123.821,3.45,3.7,Herrle_et_al._(2004)
122.65,40.15,3.69,Herrle_et_al._(2004)
123.707,7.52,3.69,Herrle_et_al._(2004)
123.782,4.83,3.69,Herrle_et_al._(2004)
93.443,24,3.68,Jarvis_et_al._(2006)
93.634,20.32,3.68,Jarvis_et_al._(2006)
123.019,32.15,3.68,Herrle_et_al._(2004)
123.817,3.59,3.68,Herrle_et_al._(2004)
124.125,18.91,3.68,Erba_et_al._(1999)
93.561,21.72,3.67,Jarvis_et_al._(2006)
93.648,20.06,3.67,Jarvis_et_al._(2006)
123.329,21.05,3.65,Herrle_et_al._(2004)
93.643,20.15,3.64,Jarvis_et_al._(2006)
123.075,30.15,3.64,Herrle_et_al._(2004)
122.345,46.25,3.62,Herrle_et_al._(2004)
123.413,18.07,3.62,Herrle_et_al._(2004)
123.842,2.69,3.62,Herrle_et_al._(2004)
93.625,20.5,3.61,Jarvis_et_al._(2006)
93.63,20.41,3.61,Jarvis_et_al._(2006)
123.586,11.86,3.61,Herrle_et_al._(2004)
123.767,5.38,3.6,Herrle_et_al._(2004)
123.047,31.15,3.59,Herrle_et_al._(2004)
93.35,87.2,3.57,Jarvis_et_al._(2006)
94.417,4.73,3.57,Jarvis_et_al._(2006)
94.437,4.2,3.55,Jarvis_et_al._(2006)
122.325,46.65,3.55,Herrle_et_al._(2004)
122.445,44.25,3.55,Herrle_et_al._(2004)
123.501,14.9,3.55,Herrle_et_al._(2004)
123.501,14.9,3.55,Herrle_et_al._(2004)
94.427,4.47,3.54,Jarvis_et_al._(2006)
123.794,4.41,3.54,Herrle_et_al._(2004)
124.086,18.72,3.54,Erba_et_al._(1999)
93.371,86.25,3.53,Jarvis_et_al._(2006)
122.315,46.85,3.53,Herrle_et_al._(2004)
122.35,46.15,3.52,Herrle_et_al._(2004)
123.738,6.41,3.52,Herrle_et_al._(2004)
123.831,3.1,3.52,Herrle_et_al._(2004)
123.488,15.38,3.51,Herrle_et_al._(2004)
94.434,4.29,3.5,Jarvis_et_al._(2006)
122.375,45.65,3.5,Herrle_et_al._(2004)
122.475,43.65,3.5,Herrle_et_al._(2004)
94.421,4.64,3.49,Jarvis_et_al._(2006)
94.431,4.38,3.49,Jarvis_et_al._(2006)
113.118,214.73,3.49,Herrle_et_al._(2004)
123.834,2.97,3.48,Herrle_et_al._(2004)
123.84,2.76,3.48,Herrle_et_al._(2004)
124.186,19.2,3.48,Erba_et_al._(1999)
94.424,4.55,3.47,Jarvis_et_al._(2006)
114.316,194.69,3.47,Herrle_et_al._(2004)
122.415,44.85,3.47,Herrle_et_al._(2004)
123.418,17.86,3.47,Herrle_et_al._(2004)
124.142,18.99,3.46,Erba_et_al._(1999)
113,216.7,3.45,Herrle_et_al._(2004)
122.47,43.75,3.45,Herrle_et_al._(2004)
122.48,43.55,3.45,Herrle_et_al._(2004)
122.37,45.75,3.44,Herrle_et_al._(2004)
122.45,44.15,3.43,Herrle_et_al._(2004)
123.162,27.04,3.43,Herrle_et_al._(2004)
94.44,4.12,3.41,Jarvis_et_al._(2006)
122.355,46.05,3.4,Herrle_et_al._(2004)
122.6,41.15,3.4,Herrle_et_al._(2004)
113.423,209.63,3.39,Herrle_et_al._(2004)
122.365,45.85,3.39,Herrle_et_al._(2004)
94.444,4.03,3.38,Jarvis_et_al._(2006)
112.885,221.64,3.38,Herrle_et_al._(2004)
113.483,208.63,3.37,Herrle_et_al._(2004)
94.447,3.94,3.36,Jarvis_et_al._(2006)
94.464,3.5,3.36,Jarvis_et_al._(2006)
94.467,3.42,3.36,Jarvis_et_al._(2006)
112.814,224.68,3.36,Herrle_et_al._(2004)
94.46,3.59,3.35,Jarvis_et_al._(2006)
112.487,238.66,3.34,Herrle_et_al._(2004)
123.401,18.48,3.34,Herrle_et_al._(2004)
127.521,43.35,3.34,Erba_et_al._(1999)
94.47,3.33,3.33,Jarvis_et_al._(2006)
113.249,212.53,3.33,Herrle_et_al._(2004)
93.316,88.75,3.32,Jarvis_et_al._(2006)
94.473,3.24,3.32,Jarvis_et_al._(2006)
122.38,45.55,3.32,Herrle_et_al._(2004)
122.495,43.25,3.32,Herrle_et_al._(2004)
123.64,9.93,3.32,Herrle_et_al._(2004)
93.21,93.5,3.31,Jarvis_et_al._(2006)
112.478,239.06,3.31,Herrle_et_al._(2004)
122.295,47.25,3.31,Herrle_et_al._(2004)
94.454,3.77,3.3,Jarvis_et_al._(2006)
94.457,3.68,3.3,Jarvis_et_al._(2006)
113.79,203.49,3.3,Herrle_et_al._(2004)
122.32,46.75,3.3,Herrle_et_al._(2004)
123.648,9.66,3.3,Herrle_et_al._(2004)
94.45,3.85,3.29,Jarvis_et_al._(2006)
112.521,237.22,3.29,Herrle_et_al._(2004)
112.84,223.56,3.29,Herrle_et_al._(2004)
112.862,222.6,3.29,Herrle_et_al._(2004)
114.5,191.62,3.29,Herrle_et_al._(2004)
122.34,46.35,3.29,Herrle_et_al._(2004)
123.106,29.05,3.29,Herrle_et_al._(2004)
93.19,94.4,3.28,Jarvis_et_al._(2006)
122.305,47.05,3.28,Herrle_et_al._(2004)
122.33,46.55,3.28,Herrle_et_al._(2004)
122.335,46.45,3.28,Herrle_et_al._(2004)
93.077,99.5,3.27,Jarvis_et_al._(2006)
114.019,199.66,3.27,Herrle_et_al._(2004)
122.42,44.75,3.27,Herrle_et_al._(2004)
112.476,239.12,3.26,Herrle_et_al._(2004)
93.301,89.4,3.25,Jarvis_et_al._(2006)
112.604,233.67,3.25,Herrle_et_al._(2004)
122.36,45.95,3.25,Herrle_et_al._(2004)
94.477,3.15,3.24,Jarvis_et_al._(2006)
112.792,225.6,3.24,Herrle_et_al._(2004)
113.84,202.65,3.24,Herrle_et_al._(2004)
122.385,45.45,3.24,Herrle_et_al._(2004)
122.405,45.05,3.24,Herrle_et_al._(2004)
123.411,18.14,3.24,Herrle_et_al._(2004)
127.613,44.41,3.24,Erba_et_al._(1999)
124.286,19.68,3.23,Erba_et_al._(1999)
93.331,88.05,3.22,Jarvis_et_al._(2006)
94.48,3.07,3.22,Jarvis_et_al._(2006)
112.48,238.97,3.22,Herrle_et_al._(2004)
122.285,47.45,3.22,Herrle_et_al._(2004)
122.3,47.15,3.22,Herrle_et_al._(2004)
112.954,218.67,3.21,Herrle_et_al._(2004)
123.47,16,3.21,Herrle_et_al._(2004)
93.102,98.4,3.2,Jarvis_et_al._(2006)
93.255,91.5,3.2,Jarvis_et_al._(2006)
122.395,45.25,3.2,Herrle_et_al._(2004)
123.134,28.05,3.2,Herrle_et_al._(2004)
127.001,37.36,3.2,Erba_et_al._(1999)
127.555,43.75,3.2,Erba_et_al._(1999)
93.281,90.3,3.19,Jarvis_et_al._(2006)
122.215,48.85,3.19,Herrle_et_al._(2004)
93.17,95.3,3.18,Jarvis_et_al._(2006)
122.31,46.95,3.18,Herrle_et_al._(2004)
122.425,44.65,3.18,Herrle_et_al._(2004)
123.078,30.05,3.18,Herrle_et_al._(2004)
112.305,246.47,3.17,Herrle_et_al._(2004)
122.49,43.35,3.17,Herrle_et_al._(2004)
93.146,96.4,3.16,Jarvis_et_al._(2006)
113.725,204.57,3.16,Herrle_et_al._(2004)
127.049,37.92,3.16,Erba_et_al._(1999)
112.486,238.72,3.15,Herrle_et_al._(2004)
113.961,200.63,3.15,Herrle_et_al._(2004)
93.057,100.4,3.14,Jarvis_et_al._(2006)
93.234,92.45,3.14,Jarvis_et_al._(2006)
113.904,201.59,3.14,Herrle_et_al._(2004)
122.26,47.95,3.14,Herrle_et_al._(2004)
92.268,120.4,3.13,Jarvis_et_al._(2006)
112.462,239.72,3.13,Herrle_et_al._(2004)
112.52,237.27,3.13,Herrle_et_al._(2004)
122.21,48.95,3.13,Herrle_et_al._(2004)
112.479,239.01,3.12,Herrle_et_al._(2004)
112.505,237.9,3.12,Herrle_et_al._(2004)
112.528,236.92,3.12,Herrle_et_al._(2004)
114.259,195.64,3.12,Herrle_et_al._(2004)
117.827,135.97,3.12,Herrle_et_al._(2004)
122.28,47.55,3.12,Herrle_et_al._(2004)
123.526,14,3.12,Herrle_et_al._(2004)
127.093,38.42,3.12,Erba_et_al._(1999)
127.121,38.75,3.12,Erba_et_al._(1999)
94.487,2.89,3.11,Jarvis_et_al._(2006)
122.29,47.35,3.11,Herrle_et_al._(2004)
123.443,16.97,3.11,Herrle_et_al._(2004)
127.457,42.62,3.11,Erba_et_al._(1999)
96.181,34.71,3.1,Jarvis_et_al._(2006)
112.768,226.62,3.1,Herrle_et_al._(2004)
114.078,198.67,3.1,Herrle_et_al._(2004)
127.499,43.1,3.1,Erba_et_al._(1999)
92.296,119.4,3.09,Jarvis_et_al._(2006)
93.126,97.3,3.09,Jarvis_et_al._(2006)
112.455,240.04,3.09,Herrle_et_al._(2004)
122.545,42.25,3.09,Herrle_et_al._(2004)
124.257,19.54,3.09,Erba_et_al._(1999)
127.071,38.17,3.09,Erba_et_al._(1999)
92.389,116.1,3.08,Jarvis_et_al._(2006)
94.483,2.98,3.08,Jarvis_et_al._(2006)
96.184,34.64,3.08,Jarvis_et_al._(2006)
123.422,17.72,3.08,Herrle_et_al._(2004)
128.297,52.29,3.08,Erba_et_al._(1999)
93.035,101.4,3.07,Jarvis_et_al._(2006)
112.452,240.15,3.07,Herrle_et_al._(2004)
112.529,236.88,3.07,Herrle_et_al._(2004)
122.22,48.75,3.07,Herrle_et_al._(2004)
122.465,43.85,3.07,Herrle_et_al._(2004)
92.162,98.2,3.06,Jarvis_et_al._(2006)
94.49,2.8,3.06,Jarvis_et_al._(2006)
122.435,44.45,3.06,Herrle_et_al._(2004)
122.485,43.45,3.06,Herrle_et_al._(2004)
96.18,34.76,3.05,Jarvis_et_al._(2006)
112.237,249.37,3.05,Herrle_et_al._(2004)
